AgeBand,Gender,City,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,Transaction Amount,Account Balance After Transaction,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Credit Card Balance
55-64,Other,Memphis,Savings,7285.66,11/26/2009,5/14/2023,4524.24,2761.42,33836.71,Mortgage,8.02,24,Closed,MasterCard,2530.25,2266.27
18-24,Female,Jacksonville,Current,8877.32,7/25/2001,7/24/2023,4304.95,4572.37,33825.95,Mortgage,5.39,12,Approved,MasterCard,5105.28,4454.64
35-44,Female,Phoenix,Current,1919.57,03/12/2002,9/22/2023,1883.45,3803.02,39483.52,Auto,6.5,60,Closed,Visa,1569.88,193.17
18-24,Male,San Diego,Current,7165.14,04/03/2003,8/21/2023,390.72,6774.42,31230.26,Mortgage,6.52,48,Rejected,MasterCard,4014.38,1517.81
45-54,Other,Phoenix,Current,9105.26,12/17/2022,1/28/2023,2910.31,12015.57,44249.07,Mortgage,4.42,24,Closed,AMEX,2862.84,3545.13
55-64,Female,Las Vegas,Savings,1300.83,10/10/2022,10/28/2023,1350.81,2651.64,35752.57,Mortgage,1.26,24,Rejected,Visa,8392.71,4380.84
55-64,Male,Omaha,Savings,6387.09,10/30/2011,2/27/2023,4543.89,10930.98,46518.68,Auto,8.08,60,Approved,AMEX,7636.27,4841.8
18-24,Male,Detroit,Savings,2103.6,01/07/2009,1/29/2023,4032.53,6136.13,37771.4,Auto,5.22,12,Approved,AMEX,1549.71,4756.98
25-34,Other,Philadelphia,Savings,4467.3,2/24/2007,12/17/2023,4505.86,8973.16,37196.51,Auto,2.25,36,Approved,AMEX,5841.49,1879.72
18-24,Other,Indianapolis,Current,1355.41,9/25/2012,11/09/2023,413.76,941.65,43159.46,Mortgage,1.19,36,Approved,MasterCard,7533.71,4378.75
65+,Male,Mesa,Current,6867.83,8/21/2011,02/02/2023,4324.42,2543.41,33134.7,Auto,1.16,36,Approved,Visa,6609.39,2741.96
55-64,Female,Fort Worth,Savings,4073.62,3/21/2010,4/18/2023,2969.5,1104.12,9799.19,Auto,1.3,48,Closed,MasterCard,1485.81,1857
25-34,Other,Austin,Current,5715.8,11/08/2016,9/29/2023,1084.98,6800.78,5065.45,Mortgage,2.4,36,Rejected,AMEX,2776.2,4532.77
65+,Male,Chicago,Current,5283.07,9/18/2006,12/11/2023,1513.3,6796.37,16475.48,Auto,3.08,36,Approved,MasterCard,4459.44,3038.8
18-24,Male,Atlanta,Savings,6970.45,3/20/2002,07/10/2023,2288.61,9259.06,40905.3,Auto,3.22,60,Approved,MasterCard,2151.95,3846.49
55-64,Female,Philadelphia,Savings,8966.23,03/09/2019,3/22/2023,3141.94,12108.17,2063.68,Auto,6.69,36,Rejected,Visa,2318.19,1258.4
45-54,Female,Denver,Savings,2869.52,1/17/2012,3/23/2023,1171.31,4040.83,8351.94,Mortgage,3.17,24,Closed,AMEX,4476.89,1979.14
45-54,Male,Seattle,Current,5992.15,08/07/2000,04/06/2023,1043.14,7035.29,6199.67,Auto,7.07,60,Rejected,AMEX,5415.27,243.47
65+,Female,Indianapolis,Current,5780.29,05/03/2021,5/26/2023,4461.88,10242.17,2821.57,Personal,8.41,24,Closed,AMEX,1601.8,635.72
35-44,Other,El Paso,Current,3219.94,9/26/2016,2/26/2023,4227.66,7447.6,40703.91,Auto,4.46,48,Rejected,MasterCard,7566.85,3247.51
35-44,Male,Atlanta,Current,5045.9,09/08/2008,08/06/2023,3836.22,1209.68,14699.71,Mortgage,7.47,60,Closed,MasterCard,5887.33,1109
35-44,Female,Dallas,Current,500.49,10/12/2007,8/30/2023,3806.84,-3306.35,36717.38,Personal,1.94,24,Approved,Visa,9650.7,2077.89
45-54,Female,Chicago,Current,4326.64,1/26/2013,10/11/2023,3832.21,8158.85,7953.69,Personal,3.95,24,Closed,Visa,3525.28,2061.46
55-64,Female,San Diego,Savings,2778.22,3/18/2014,6/17/2023,4621.26,7399.48,21037.75,Mortgage,7.14,12,Closed,AMEX,3346.86,3838.27
55-64,Female,Kansas City,Savings,8653.36,06/05/2005,5/16/2023,4220.16,12873.52,6706.81,Auto,9.39,12,Rejected,MasterCard,4053.77,2835.1
55-64,Male,Houston,Savings,3642.14,08/08/2007,5/21/2023,1948.99,1693.15,1121.54,Mortgage,6.54,12,Approved,MasterCard,5896.52,3387.15
18-24,Female,Fort Worth,Savings,2002.88,11/17/2018,6/21/2023,2361.8,4364.68,31044.95,Mortgage,4.27,12,Closed,AMEX,3748.79,608.77
18-24,Other,Milwaukee,Current,5343.75,3/27/2003,2/16/2023,3026.77,8370.52,24568.11,Mortgage,3.82,36,Rejected,Visa,3731.71,3033.61
45-54,Other,Boston,Savings,8128.55,9/22/2012,01/10/2023,2383.24,5745.31,21415.18,Personal,4.52,48,Rejected,Visa,8735.59,3091.23
35-44,Male,Indianapolis,Savings,3605.05,03/02/2022,10/24/2023,1491.72,5096.77,4854.32,Auto,6.88,36,Rejected,Visa,1874.42,2665.4
65+,Male,Columbus,Savings,8483.62,9/28/2005,7/14/2023,4307.14,4176.48,29822.04,Mortgage,3.94,48,Rejected,MasterCard,5498.36,505.91
45-54,Other,San Jose,Savings,3328.68,04/01/2022,11/26/2023,4019.21,-690.53,39220.05,Auto,5.23,60,Approved,MasterCard,7787.87,3856.71
18-24,Other,San Antonio,Current,7382.42,5/19/2019,1/15/2023,1955.4,5427.02,4294.98,Personal,7.83,48,Rejected,AMEX,9611.36,2722.73
55-64,Male,Fort Worth,Savings,1240.99,12/02/2017,08/04/2023,582.19,658.8,21259.46,Auto,3.14,36,Closed,Visa,8935.2,2710.64
18-24,Other,Atlanta,Current,715.79,09/04/2007,07/08/2023,34.3,750.09,16266.27,Mortgage,7.45,60,Approved,Visa,2909.62,4248.44
18-24,Other,Houston,Savings,7402,4/27/2007,09/10/2023,471.31,6930.69,44701.96,Personal,7.85,60,Rejected,Visa,5145.87,1215.69
65+,Male,Los Angeles,Current,3747.14,9/20/2014,11/26/2023,782.17,2964.97,13870.13,Personal,8.77,60,Approved,Visa,6232.89,2533.69
35-44,Male,Sacramento,Savings,3990.65,8/26/2008,2/21/2023,3292.38,7283.03,47269.75,Personal,1.21,12,Approved,AMEX,3924.2,3700.89
25-34,Female,Chicago,Current,5784.11,1/13/2007,2/28/2023,1105.86,6889.97,41591.72,Personal,2.02,36,Rejected,AMEX,3865.09,4557.92
18-24,Female,Houston,Current,9870.01,09/02/2020,6/25/2023,3177.78,13047.79,5907.79,Mortgage,9.59,12,Approved,AMEX,2666.93,4250.76
55-64,Other,Kansas City,Current,1797.95,12/05/2020,10/22/2023,1648.33,149.62,24551.25,Mortgage,2.13,24,Rejected,MasterCard,1453.65,3865.03
65+,Male,Fort Worth,Savings,3068.56,05/02/2010,05/06/2023,4476.31,-1407.75,32801.07,Auto,5.39,60,Rejected,Visa,8008.04,4368.84
18-24,Female,Denver,Savings,6522.17,04/06/2020,02/11/2023,2350.69,4171.48,30060.52,Personal,2.5,60,Closed,MasterCard,5031.17,1338.82
45-54,Other,Jacksonville,Savings,7039.54,2/26/2007,11/03/2023,3367.52,10407.06,34282.29,Auto,8.31,60,Approved,AMEX,8846.37,2229.43
55-64,Other,New York,Current,7090.84,10/02/2016,11/02/2023,2310.12,4780.72,21889.02,Personal,1.87,36,Approved,AMEX,2727.66,4899.36
55-64,Other,San Francisco,Current,5994.51,8/13/2004,12/14/2023,4563.57,1430.94,45332.39,Auto,1.77,60,Approved,MasterCard,4342.02,75.24
55-64,Other,Indianapolis,Current,5924.01,4/18/2002,12/27/2023,3440.18,2483.83,14247.68,Auto,5.54,36,Approved,MasterCard,4198.09,4950.23
35-44,Male,Dallas,Savings,1566.26,8/28/2017,09/11/2023,3214.37,4780.63,5610.94,Mortgage,3.14,24,Rejected,MasterCard,6448.06,524.52
55-64,Other,Dallas,Savings,8362.79,4/28/2006,03/07/2023,2965.58,5397.21,48920.72,Personal,6.95,24,Rejected,MasterCard,5392.22,4551.94
65+,Female,Dallas,Current,188.07,08/12/2013,2/27/2023,4943.17,-4755.1,32945.98,Auto,7.16,24,Closed,AMEX,6466.12,2810.39
55-64,Male,Fort Worth,Savings,4234.01,10/22/2010,05/07/2023,3426.94,7660.95,33300.68,Auto,6.27,12,Rejected,MasterCard,4192.22,1481.11
35-44,Other,Charlotte,Current,2232.55,5/27/2011,01/04/2023,3773.16,6005.71,41058.81,Personal,8.51,60,Rejected,MasterCard,9473.42,4750.65
18-24,Female,Los Angeles,Savings,1132.97,3/23/2000,8/23/2023,417.74,1550.71,21650.63,Auto,7.28,24,Approved,MasterCard,9399.43,3017.94
25-34,Female,Austin,Current,3262.96,12/02/2009,02/01/2023,4072.97,7335.93,19925.54,Personal,2.69,48,Approved,MasterCard,8002.49,4441.74
55-64,Male,Austin,Current,6606.15,01/10/2014,6/24/2023,2987.62,3618.53,47508.11,Auto,1.71,36,Rejected,MasterCard,9961.49,1913.7
25-34,Male,San Diego,Current,5021.12,06/05/2018,03/03/2023,1689.94,3331.18,19952.29,Mortgage,7.73,48,Closed,AMEX,2877.39,3271.24
45-54,Male,Albuquerque,Savings,8747.91,4/21/2014,8/14/2023,2912.64,5835.27,4845.41,Mortgage,7.66,24,Closed,MasterCard,4893.58,1762.43
55-64,Female,Philadelphia,Savings,6036.89,10/05/2022,5/24/2023,3131.5,2905.39,16083.65,Auto,8.65,12,Closed,AMEX,6683.17,4958.58
65+,Female,Oklahoma City,Current,2606.03,03/05/2005,1/18/2023,1308.35,1297.68,43803.53,Mortgage,2.82,12,Closed,AMEX,4506.45,2760.18
25-34,Other,Colorado Springs,Savings,5200.69,01/09/2022,08/08/2023,2190.95,3009.74,5653.04,Auto,3.01,48,Approved,Visa,3050.53,3527.23
45-54,Male,Sacramento,Savings,2351.12,02/05/2013,8/22/2023,3609.52,5960.64,36118.56,Mortgage,6.19,24,Approved,Visa,1389.19,1532.72
18-24,Male,San Diego,Current,1868.7,09/07/2016,8/23/2023,1136.98,731.72,14053.66,Mortgage,2.4,60,Closed,AMEX,9510.09,3850.37
35-44,Male,Fresno,Savings,9554.7,11/12/2000,12/28/2023,4182.27,13736.97,37542.75,Personal,3.67,36,Closed,AMEX,3074.74,2158.39
45-54,Male,Denver,Savings,4733.53,5/19/2001,11/17/2023,396.86,4336.67,26213.17,Personal,8.31,36,Rejected,AMEX,5241.73,4508.19
55-64,Female,San Antonio,Savings,6546.96,7/17/2017,3/21/2023,2910.28,3636.68,32192.21,Mortgage,4.01,12,Approved,MasterCard,1199.78,2731.22
18-24,Male,Milwaukee,Savings,8746.98,11/25/2019,10/20/2023,1904.64,10651.62,12916.62,Auto,1.1,48,Rejected,AMEX,5840.1,1911.66
45-54,Female,Seattle,Current,3289.56,8/23/2001,3/14/2023,276.03,3565.59,9237.81,Auto,6.86,24,Closed,Visa,8535.6,4121.92
25-34,Female,Omaha,Savings,7911.35,07/11/2009,12/03/2023,3874.69,11786.04,4102.12,Personal,2.63,24,Closed,AMEX,5122.55,3013.96
45-54,Male,Columbus,Savings,7909.39,9/18/2006,04/10/2023,2737.24,5172.15,41453.26,Personal,2.76,60,Rejected,AMEX,9204.49,3925.73
35-44,Female,Colorado Springs,Savings,8257.72,2/21/2003,9/13/2023,3579.48,11837.2,35813.75,Mortgage,1.15,60,Rejected,Visa,2925.67,3506.6
45-54,Female,Mesa,Current,1975.7,12/08/2011,11/11/2023,1906.81,3882.51,15374.25,Auto,6.2,24,Rejected,MasterCard,2823.83,2369.44
45-54,Male,San Francisco,Current,9632.12,01/02/2019,12/17/2023,4299.51,5332.61,42008.75,Auto,6.06,24,Closed,AMEX,6387.41,3285.93
18-24,Male,Atlanta,Current,2820.33,1/19/2003,06/11/2023,427.7,3248.03,41851.14,Mortgage,1.87,36,Approved,Visa,8291.91,3790.04
45-54,Other,Dallas,Savings,7790.47,11/02/2017,10/20/2023,1174.43,6616.04,7750.2,Personal,1.45,48,Closed,MasterCard,1043.94,3489.17
35-44,Female,Oklahoma City,Current,1706.83,11/28/2018,06/11/2023,3975.07,5681.9,35970.68,Auto,5.42,36,Rejected,MasterCard,3282.94,1610.63
25-34,Female,Louisville,Savings,9249.85,05/12/2010,12/23/2023,4773.85,14023.7,15321.81,Mortgage,8.03,60,Closed,Visa,3236.82,1974.66
65+,Other,Oklahoma City,Current,4335.67,08/05/2015,05/09/2023,4233.76,8569.43,23892.28,Mortgage,9.58,12,Rejected,Visa,5606.95,4758.09
65+,Other,Mesa,Current,6719.67,07/02/2015,11/05/2023,1161.99,7881.66,22077.1,Auto,1.68,24,Closed,AMEX,6553.07,1549.21
45-54,Male,Portland,Savings,8516.9,3/28/2015,09/10/2023,1749.21,10266.11,30409,Mortgage,7.37,24,Approved,Visa,5884.35,4061.7
18-24,Other,San Diego,Current,2895.63,02/02/2020,03/03/2023,3829.83,6725.46,18009.47,Mortgage,2.72,48,Approved,Visa,3197.06,928.55
55-64,Male,Albuquerque,Current,3951.06,12/20/2009,5/23/2023,4731.9,-780.84,4589.44,Personal,1.31,60,Rejected,MasterCard,8837.35,1959.76
55-64,Male,New York,Current,3202.55,11/20/2002,08/11/2023,1453.34,4655.89,33959.86,Personal,4.01,24,Approved,Visa,7969,1691.4
35-44,Male,San Francisco,Current,2900.42,03/03/2019,11/03/2023,1937.85,962.57,48067.98,Personal,6.16,36,Closed,MasterCard,6722.13,3078.4
45-54,Female,Dallas,Current,5151.98,09/10/2015,1/14/2023,124.13,5027.85,33725.52,Personal,6.41,48,Rejected,AMEX,4348.47,4641.88
25-34,Female,Oklahoma City,Savings,5512.78,10/28/2017,12/30/2023,2526.97,8039.75,27440.66,Auto,1.44,24,Approved,Visa,3952.84,3614.34
35-44,Male,Albuquerque,Savings,860.55,7/13/2011,04/08/2023,449.93,1310.48,9017.46,Personal,9.35,12,Rejected,Visa,7677.34,748.88
45-54,Other,Los Angeles,Current,6765.6,11/04/2009,2/28/2023,437.11,6328.49,31633.71,Auto,1.49,60,Rejected,AMEX,2107.4,3612.82
18-24,Female,Albuquerque,Savings,4258.01,11/03/2014,6/29/2023,3808.97,8066.98,30943.26,Auto,2.95,48,Closed,Visa,1304.63,95.19
35-44,Female,Dallas,Savings,8906.34,12/29/2007,01/01/2023,1726.16,7180.18,31318.9,Auto,4.89,36,Closed,Visa,9711.26,3317.97
35-44,Other,Baltimore,Current,8866.67,2/26/2015,8/15/2023,4678.84,4187.83,44723.34,Auto,9.51,60,Rejected,Visa,9544.46,4392.36
25-34,Female,Oklahoma City,Current,7228.92,10/08/2006,5/25/2023,3583.26,3645.66,36099.68,Auto,9.92,24,Rejected,Visa,9485.03,1824.53
35-44,Other,Kansas City,Savings,8552.45,9/18/2011,11/08/2023,1480.86,10033.31,39386.59,Personal,1,12,Rejected,Visa,5927.81,3588.03
45-54,Other,New York,Current,9232.89,9/13/2010,5/13/2023,3412.59,12645.48,16353.61,Auto,3.02,36,Rejected,Visa,1870.74,3160.65
25-34,Female,Phoenix,Savings,5815.56,8/17/2012,5/25/2023,4329.34,10144.9,14248.38,Auto,5.51,60,Approved,MasterCard,5501.71,462.02
55-64,Other,Sacramento,Savings,9721.87,5/20/2008,10/01/2023,2185.83,7536.04,11132.26,Mortgage,7.25,24,Closed,Visa,4240.53,1549.68
35-44,Other,Mesa,Current,9558.45,11/01/2017,12/11/2023,2813.24,6745.21,39140.17,Personal,6.91,48,Closed,Visa,6212.55,3408.5
25-34,Male,New York,Current,1187.84,7/18/2019,11/07/2023,1095.27,2283.11,35230.84,Mortgage,3.26,24,Rejected,AMEX,9097.18,144.26
18-24,Male,Columbus,Savings,5275.27,03/06/2022,2/16/2023,2017.02,3258.25,17762.6,Personal,2.78,48,Approved,Visa,5204.07,2744.45
35-44,Female,Dallas,Savings,1233.23,08/04/2020,7/27/2023,2899.46,-1666.23,7914.2,Personal,1.13,48,Rejected,AMEX,8354.9,2727.16
18-24,Other,Baltimore,Current,6872.92,06/08/2007,8/27/2023,3081.24,9954.16,42486.7,Auto,8.59,24,Closed,AMEX,5412.87,3907.07
65+,Female,Las Vegas,Current,7676.23,6/26/2020,8/30/2023,3602.97,4073.26,19829.62,Mortgage,4.41,12,Approved,AMEX,9563.42,4885.05
65+,Female,Houston,Current,8858.31,12/07/2015,4/14/2023,4787.19,13645.5,10297.71,Mortgage,8.78,48,Approved,AMEX,5245.69,246.72
18-24,Male,Columbus,Current,6535.09,07/06/2014,10/04/2023,4194.3,2340.79,8076.12,Auto,3.91,48,Rejected,MasterCard,7401.14,460.8
35-44,Other,Boston,Current,4594.53,6/20/2007,06/06/2023,4259.42,335.11,46064.31,Mortgage,7.8,24,Closed,MasterCard,5116.7,1538.35
25-34,Female,Houston,Current,1643.78,8/25/2006,07/07/2023,2791.99,4435.77,7378,Personal,1.63,48,Approved,Visa,4626.58,2872.86
18-24,Female,Boston,Savings,1338.53,04/02/2009,6/23/2023,729.43,609.1,18624,Personal,8.3,36,Approved,AMEX,7737.92,95.74
55-64,Male,Jacksonville,Savings,4908.11,8/23/2012,04/10/2023,3181.11,1727,31977.38,Personal,9.02,60,Closed,MasterCard,7705.79,1455.91
65+,Male,Sacramento,Current,8342.22,12/10/2005,01/10/2023,2037.23,10379.45,20995.74,Personal,3.38,24,Approved,MasterCard,2955.23,599.86
25-34,Male,San Antonio,Savings,7532.12,4/26/2017,3/25/2023,168.89,7363.23,24395.56,Auto,2.28,36,Approved,MasterCard,4683.84,3136.34
55-64,Female,San Jose,Savings,8819.94,11/08/2014,2/22/2023,982.32,7837.62,40328.47,Auto,2.77,48,Rejected,Visa,1077.18,3565.98
35-44,Other,Houston,Savings,8128.8,09/01/2007,05/07/2023,3797.78,4331.02,49962.49,Auto,8.81,48,Approved,Visa,1165.86,109.91
35-44,Male,Mesa,Savings,2134.12,4/22/2006,5/15/2023,3158.72,5292.84,23893.67,Mortgage,3.58,48,Approved,MasterCard,2304.31,4676.89
18-24,Male,Columbus,Savings,2083.21,7/31/2000,10/13/2023,4892.37,-2809.16,19562.52,Mortgage,3.08,60,Closed,Visa,7865.99,3683.87
55-64,Other,Seattle,Savings,4634.33,09/03/2013,12/15/2023,4617.99,9252.32,20931.38,Mortgage,9.81,12,Closed,AMEX,1678.4,1648.42
35-44,Female,San Diego,Savings,1992.44,8/13/2003,2/24/2023,2975.35,-982.91,19086.32,Mortgage,7.03,24,Closed,Visa,9465.42,3611.36
65+,Female,Albuquerque,Savings,1956,03/01/2022,09/01/2023,783.16,2739.16,24214.8,Auto,8.49,36,Approved,AMEX,2741.98,2278.39
35-44,Other,Portland,Current,2751.01,10/24/2018,03/06/2023,1688.37,1062.64,17322.3,Mortgage,7.72,12,Approved,Visa,8977.73,3390.92
55-64,Male,Atlanta,Current,323.42,4/29/2003,1/21/2023,1172.72,-849.3,23668.21,Mortgage,4.37,24,Rejected,AMEX,9554.05,2109.73
35-44,Other,El Paso,Current,5756.29,2/16/2022,9/20/2023,2357.88,8114.17,47327.4,Mortgage,8.76,48,Closed,Visa,4846.64,2209.57
65+,Female,San Antonio,Current,4026.41,10/12/2022,10/27/2023,4004.86,8031.27,15024.45,Personal,6.29,48,Rejected,Visa,5704.52,944.26
55-64,Female,Fort Worth,Savings,2450.22,3/26/2015,11/20/2023,4111.02,6561.24,32941.86,Auto,6.92,36,Closed,AMEX,3886.24,4335.68
65+,Male,Boston,Current,1428.82,12/30/2008,12/25/2023,898.55,530.27,24859.75,Auto,3.93,12,Closed,AMEX,9095.98,4565.28
35-44,Male,Chicago,Current,4612.92,12/21/2020,09/05/2023,2749.95,1862.97,36887.42,Auto,9.83,48,Rejected,AMEX,5589.49,1995.42
55-64,Other,Detroit,Savings,6059.39,11/16/2004,5/23/2023,3386.9,9446.29,24142.31,Personal,8.69,60,Closed,MasterCard,9834,1935.49
55-64,Female,Houston,Current,9735.45,05/04/2017,04/08/2023,1989.19,7746.26,8866.57,Auto,2.33,24,Closed,Visa,9720.5,790.82
18-24,Female,Mesa,Current,2612.86,01/12/2005,01/02/2023,4528.13,7140.99,43748.52,Auto,2.83,36,Closed,Visa,9569.47,1621.15
45-54,Other,Charlotte,Savings,360.72,09/06/2006,12/23/2023,1801.51,-1440.79,34112.59,Auto,7.74,60,Approved,MasterCard,4206.34,4010.36
45-54,Male,Albuquerque,Current,7386.55,01/11/2003,05/11/2023,2455.77,9842.32,26767.67,Mortgage,1.23,36,Closed,Visa,1741.24,2082.08
25-34,Female,Memphis,Current,2428.18,3/21/2008,6/25/2023,2938.31,5366.49,41723.1,Mortgage,4.02,24,Approved,AMEX,7021.95,3930.41
25-34,Female,Jacksonville,Savings,4894.21,3/16/2014,2/16/2023,2142.49,2751.72,48833.09,Auto,5.79,12,Closed,AMEX,8860.51,4271.74
25-34,Male,Nashville,Savings,8101.43,4/28/2009,8/29/2023,4818.54,3282.89,21060.57,Personal,2.84,60,Closed,MasterCard,4191.02,1714.93
18-24,Female,Indianapolis,Current,466.07,11/06/2008,12/22/2023,3804.72,4270.79,18300,Mortgage,8.86,48,Approved,Visa,9664.5,4942.18
18-24,Male,Denver,Current,1501.04,07/04/2011,1/27/2023,4147.13,5648.17,37926.02,Personal,9,36,Rejected,Visa,9196.74,2973.39
25-34,Other,Memphis,Current,1071.94,05/09/2008,02/05/2023,3765.62,-2693.68,23275.67,Personal,9.61,12,Approved,MasterCard,6666.72,1680.27
55-64,Male,Seattle,Savings,2413.89,8/13/2010,12/05/2023,2944.65,5358.54,5202.67,Personal,2.32,24,Approved,AMEX,2050.36,576.07
45-54,Male,Indianapolis,Current,1813.02,11/05/2020,12/20/2023,150.54,1963.56,18366.33,Auto,1.71,48,Approved,AMEX,9033.38,1598.73
35-44,Other,New York,Current,3234.36,01/03/2020,12/02/2023,3826.07,-591.71,40622.97,Mortgage,6,36,Approved,Visa,2105.28,742.91
18-24,Female,Los Angeles,Current,7488.42,11/22/2007,6/29/2023,3067.34,10555.76,35628.01,Auto,8.13,12,Rejected,AMEX,5706.93,3832.44
35-44,Female,Charlotte,Current,519.2,12/25/2000,2/20/2023,412.86,106.34,43279.34,Auto,3.62,24,Approved,Visa,1173.1,1309.09
45-54,Male,Colorado Springs,Savings,830.26,05/09/2019,12/08/2023,601.72,228.54,8184.7,Mortgage,3.17,12,Rejected,AMEX,2391.22,1724.92
55-64,Male,Louisville,Savings,5686.81,01/06/2006,06/09/2023,2411.15,3275.66,12952.16,Personal,5.66,24,Closed,AMEX,6073.59,1593.72
25-34,Other,New York,Current,5250.57,10/04/2013,9/15/2023,4265.66,984.91,11522.03,Auto,5.34,48,Approved,Visa,1013.59,3013.08
18-24,Other,Phoenix,Current,4793.34,4/23/2016,1/17/2023,2773.2,7566.54,48595.31,Personal,5.32,60,Closed,Visa,2362.44,1770.13
18-24,Female,Washington,Savings,5207.5,04/08/2000,10/06/2023,4598.88,9806.38,9277.3,Personal,4.65,36,Closed,AMEX,2986.23,719.17
55-64,Female,Mesa,Savings,7446.18,1/30/2020,6/21/2023,4080.11,3366.07,30298.57,Personal,7.54,60,Rejected,Visa,1384.77,3129.14
35-44,Other,San Jose,Savings,5803.53,5/27/2007,10/29/2023,3157.61,8961.14,32012.77,Mortgage,6.53,48,Closed,AMEX,6217.06,2537.87
55-64,Male,New York,Savings,4624.03,2/18/2005,2/23/2023,1573.68,3050.35,31325.78,Personal,5.39,60,Approved,Visa,7875.26,3791.95
35-44,Other,Indianapolis,Current,909.33,04/12/2020,1/13/2023,4265.14,-3355.81,34891.49,Mortgage,7.49,36,Rejected,MasterCard,1337.86,1278.34
25-34,Female,Washington,Savings,9750.23,8/13/2015,7/21/2023,3299.37,13049.6,24712.16,Mortgage,3.36,48,Approved,Visa,4746.32,4307.99
55-64,Male,Albuquerque,Savings,2469.4,2/27/2015,11/23/2023,2768.3,5237.7,5100.73,Auto,9.03,36,Closed,AMEX,5884.56,1908.58
35-44,Other,Indianapolis,Current,8704.66,11/15/2001,09/03/2023,2508.11,6196.55,35360.57,Personal,4.46,60,Closed,AMEX,5701,3115.98
25-34,Female,Charlotte,Current,3851.88,2/17/2006,9/28/2023,1071.93,2779.95,14774.14,Auto,3.95,12,Approved,AMEX,5364.23,4955.96
25-34,Male,Fort Worth,Current,6870.97,6/17/2002,8/16/2023,88.54,6782.43,4717.72,Auto,5.88,12,Closed,MasterCard,1860.02,3448.83
45-54,Male,New York,Current,4595.88,11/15/2013,03/03/2023,3585.37,1010.51,9319.51,Mortgage,3.43,36,Approved,AMEX,3239.43,2584.82
55-64,Male,San Francisco,Current,3606.21,8/28/2018,7/20/2023,4598.86,8205.07,15073.76,Auto,3.42,12,Closed,Visa,9349.72,1347.36
65+,Male,Louisville,Current,6181.62,11/29/2014,06/01/2023,926.47,5255.15,22189.54,Personal,1.7,36,Approved,Visa,2648.74,1994.25
65+,Male,San Antonio,Current,5407.45,01/05/2005,03/11/2023,4674.27,10081.72,43204.85,Personal,6.87,60,Closed,AMEX,8057.25,436.29
35-44,Other,Dallas,Savings,2401.08,4/16/2015,07/08/2023,368.84,2032.24,27288.63,Mortgage,9.21,24,Rejected,Visa,2323.05,1258.94
35-44,Male,Washington,Savings,3428.79,10/17/2006,11/23/2023,2766.8,661.99,24126.4,Personal,7.17,48,Rejected,AMEX,7672.95,1699.99
45-54,Other,Detroit,Current,440.33,6/26/2022,7/27/2023,586.64,-146.31,10371.63,Mortgage,6.11,60,Closed,MasterCard,7109.48,4201.91
65+,Male,Fort Worth,Savings,2016.48,11/16/2016,05/11/2023,4446.63,-2430.15,48003.87,Mortgage,7.41,24,Approved,AMEX,9929.85,462.86
45-54,Female,San Antonio,Savings,3424.75,1/29/2012,06/06/2023,525.17,3949.92,45517.28,Mortgage,9.7,60,Approved,MasterCard,2383.62,2049.81
65+,Male,Charlotte,Current,9724,09/09/2001,10/04/2023,1262.76,8461.24,40987.78,Personal,4.03,24,Approved,AMEX,3483.82,2559.35
55-64,Other,Kansas City,Savings,5318.18,12/24/2002,2/23/2023,4031.61,1286.57,16834.41,Auto,4.88,36,Approved,MasterCard,8584.07,4787.82
35-44,Female,Nashville,Savings,7037.88,11/01/2022,09/01/2023,3445.55,10483.43,28519.75,Mortgage,3.58,48,Closed,MasterCard,6013.52,1874.57
25-34,Female,Columbus,Savings,6768.64,07/08/2014,08/03/2023,1946.76,4821.88,20053.5,Mortgage,1.15,36,Closed,MasterCard,3965.94,4900.98
45-54,Other,Los Angeles,Savings,9810.79,3/19/2021,01/11/2023,4185.48,5625.31,20742.79,Auto,4.13,48,Rejected,Visa,2354.41,2489.95
25-34,Female,San Diego,Current,5601.09,08/04/2021,08/07/2023,3182.14,8783.23,4534.44,Mortgage,1.64,24,Closed,Visa,6017.69,3555.5
45-54,Other,Philadelphia,Savings,5896.39,4/29/2021,7/24/2023,1306.29,4590.1,7862.18,Auto,8.73,12,Rejected,Visa,5343.58,461.15
25-34,Male,Atlanta,Savings,3070.69,12/26/2011,7/20/2023,3703.94,6774.63,48097.27,Mortgage,7.44,12,Closed,MasterCard,3217.79,3440.5
25-34,Male,Atlanta,Current,6298.57,07/12/2020,3/13/2023,1671.97,4626.6,30894.11,Auto,3.74,12,Closed,Visa,6658.91,487.24
55-64,Other,Tucson,Savings,7601.47,4/22/2000,4/19/2023,4080.53,11682,1309.17,Mortgage,3.95,12,Closed,Visa,7143.66,2670.5
18-24,Male,Philadelphia,Current,1122.21,08/07/2014,1/27/2023,3910.15,-2787.94,40650.11,Mortgage,6.13,60,Rejected,Visa,5988.36,1675.52
65+,Female,Detroit,Savings,4853.23,02/07/2006,12/15/2023,1549.51,3303.72,5265.04,Mortgage,8.18,60,Rejected,Visa,6992.08,1610.52
55-64,Male,Colorado Springs,Savings,4276.81,6/28/2014,10/16/2023,527.22,3749.59,35699.63,Mortgage,7.47,12,Closed,AMEX,3300.11,418.61
